,PM2.5,Land_EQI,Sociod_EQI,Built_EQI,CLU50_1,PM10,SO2,NO2,O3,CO,CN,Disel,CS2,Air_EQI,Water_EQI,EQI,smoking_data,LCI_smoking,UCI_smoking
1473,9.43,-0.0947305,1.156215,0.1480639,23,5.29,157.9714823,162.1100304,4938.81,329.032618,0.0306097,0.2287379,0.000521,0.6524786,0.8001297,0.85,26.6,22.7,31.3
1077,10.98,-1.835937,-0.6494661,-0.4520648,12,11.12,61.2569638,298.1302789,1784.64,27.7901271,0.0245496,0.2237028,0.000482,0.2407681,-1.550279,-1.13,28.5,24.6,32.8
2380,11.7,-1.102725,-0.9363846,1.297708,15,12.76,332.7031584,759.077045,6841.56,1578.862588,0.0432556,0.4875179,0.00155,1.130585,-1.526666,-0.09,31.0,26.9,35.1
1340,7.82,0.9209094,0.5357541,-0.7118314,50,7.64,40.7147074,176.2691538,2032.3,68.9854797,0.0024763,0.2423199,3.4e-05,-1.222367,0.3611704,-0.16,23.8,19.8,27.9
2544,7.49,0.1748974,0.6193248,0.4789622,23,7.27,451.5695052,264.4070879,8403.39,245.532275,0.0056685,0.1561713,0.000146,0.1227983,0.7918018,0.65,26.4,22.6,30.5
2542,12.62,0.479127,0.0688824,0.5094034,13,22.91,769.160047,6576.094366,13393.98,6309.803384,0.0759655,1.5977273,0.00263,1.92661,0.6207585,1.13,28.4,26.7,30.4
1896,14.27,0.0217217,0.5863608,0.6805094,13,18.69,744.4535329,2767.469982,11329.68,1283.394205,0.0618435,0.8399316,0.00198,1.615366,0.9660869,1.22,24.5,22.2,26.8
1385,9.02,0.8776916,2.424121,0.5741816,43,12.38,293.1970188,586.964813,4812.82,450.7079439,0.0328385,0.5731865,0.000605,0.8351042,0.081476,1.69,22.8,19.6,26.6
795,8.79,0.943382,0.6420926,0.1945547,42,16.92,92.4573511,342.0464367,4515.95,174.1907836,0.0034828,0.2844842,8.55e-05,-0.6427128,-1.380166,0.1,25.8,22.0,30.1
2162,9.93,-0.8500169,-0.3831893,1.002691,18,7.09,158.2692325,729.9765557,4036.87,653.8783671,0.022385,0.3024044,0.000625,0.5515603,0.8009122,0.32,27.4,23.4,31.9
800,9.87,0.801429,0.6686732,0.4285117,21,12.36,88.3420911,398.5244429,4335.47,212.6002648,0.0121682,0.3421862,0.000197,0.0195291,-1.162451,0.42,25.9,22.3,30.0
1268,7.35,1.486988,1.147739,-0.3155624,46,14.12,13.6849646,133.8045558,2081.7,335.8525313,0.002032,0.0382142,2.93e-05,-1.409591,1.019901,0.44,22.0,18.7,25.5
454,12.19,0.0005833,-0.1752499,0.8359128,13,9.94,628.6986047,935.4600704,6336.64,829.5694519,0.0106381,0.2386891,0.000178,-0.1662728,-0.2442493,0.13,26.4,22.3,30.9
857,12.7,1.461395,0.4097417,0.9585958,41,12.6,195.6687677,804.372436,4939.68,360.5075492,0.0503076,0.5429038,0.00127,0.9069644,1.061932,1.43,30.3,26.4,34.7
1500,10.8,-1.242477,-0.7332895,0.0899553,3,10.11,224.7540944,367.8087677,6479.18,989.2796732,0.0121419,0.1759041,0.000249,0.1929122,1.076677,-0.33,29.8,25.6,33.9
736,9.09,0.7840907,0.5712112,0.7777661,41,10.17,129.6306006,324.8646533,3774.74,243.1075965,0.0079947,0.3572292,0.000221,-0.4924631,0.4989733,0.64,25.4,21.8,29.5
1347,8.53,0.8677454,1.255529,-1.235338,49,11.4,89.7067985,181.7498988,4792.09,290.9140203,0.0084419,0.5298952,0.000996,0.0008347,1.053527,0.47,25.2,21.8,29.1
209,9.29,0.6358737,0.3756475,0.7179693,41,15.62,4.6257114,244.28669,1607.62,154.9979345,0.0050705,0.2180775,2.69e-05,-0.4421918,0.9466268,0.61,24.1,20.3,27.8
329,8.14,-1.659643,0.7664401,0.9562497,2,16.04,82.0599861,599.8937243,4435.83,211.8172219,0.0302692,0.7838222,0.00126,0.7134978,-1.579525,0.13,27.3,23.9,30.5
2305,11.54,-0.1466994,0.8166643,-1.705467,32,11.38,570.5463419,849.4204966,7699.42,1541.883152,0.0211108,0.4295155,0.000371,0.7010912,-0.343349,-0.17,29.0,24.9,33.4
1838,11.47,0.5339993,0.2713558,0.6466132,41,27.09,552.5841503,1575.153098,9521.46,1230.515834,0.0435826,0.4264071,0.000808,1.394739,-1.51986,0.69,29.6,25.4,33.8
2220,5.96,-0.3653715,-1.394288,-0.7427621,38,5.69,7.2174461,187.4382864,1529.39,100.261449,0.0150676,0.2040045,0.000344,-0.251477,0.7285849,-0.86,27.8,23.7,32.4
1733,10.19,-0.6013072,-1.118842,-0.5735901,4,11.06,197.3308399,980.0669059,3765.37,704.8056493,0.0027122,0.1018933,4.32e-05,-1.009817,-0.3486001,-1.22,31.4,27.2,36.3
1345,8.01,0.7580534,0.6742759,-0.1752091,42,7.01,51.3478979,153.0228079,2893.65,181.6886586,0.0042863,0.4164702,0.000351,-0.5600653,0.4432332,0.29,24.0,20.6,28.2
2413,6.75,0.603408,-0.1223798,1.715651,45,8.27,13.7209613,138.8624936,4241.0,1191.523913,0.0202383,0.2148095,0.000638,0.1715739,-1.552684,0.51,23.6,20.3,27.2
1321,6.79,0.5614465,0.3442594,-0.15031,21,5.88,21.6233863,131.278289,2778.44,31.4802503,0.0020424,0.1593896,3.14e-05,-1.561155,0.7359685,-0.17,24.6,20.7,28.5
1398,5.65,-0.2842297,-0.4944633,1.232113,31,5.87,26.5696882,267.1635107,1195.36,223.8988512,0.0051631,0.0492567,0.000133,-0.8373454,0.8404883,0.05,26.3,22.7,30.2
2202,8.38,-0.5271622,-1.012138,0.155884,7,9.97,223.2964216,160.3281996,4731.15,1138.178781,0.0156511,0.1922494,0.000312,-0.2623926,-0.0199956,-0.57,24.8,20.9,29.3
677,13.42,1.157026,0.7190885,0.0037798,42,16.86,93.0491511,477.7192451,5719.2,259.947769,0.0379635,0.5685213,0.00111,1.135184,0.9363812,1.17,30.2,26.3,34.1
2468,11.62,0.1978086,-0.534034,-0.4973969,26,8.43,251.0550621,520.1545104,7187.17,1415.463829,0.0200673,0.2648987,0.000321,0.4718942,1.074892,0.04,31.9,27.9,36.2
207,7.34,0.6068009,-1.356702,-0.1472689,16,15.12,2.520248,32.3680192,1150.82,217.457547,0.000204,0.0389496,1.66e-05,-1.857568,0.1281529,-1.03,24.6,20.6,28.6
2312,10.6,0.5632613,1.533896,-0.4742714,46,17.04,621.0199591,804.5502418,9198.05,1675.386366,0.0288765,0.5243269,0.00058,0.8716344,-0.3176828,0.82,27.9,24.4,32.1
2330,11.34,0.9439291,3.531119,0.7711679,43,16.32,639.3679678,1638.328547,9578.49,1379.464944,0.0471328,1.0863258,0.00157,1.207108,0.1666767,2.35,17.1,14.5,19.9
411,12.55,-0.5464439,0.7398027,0.1915841,24,15.17,52.5477213,255.1156164,5342.01,135.4330638,0.0387765,0.4655061,0.00105,0.7602441,0.7579741,0.61,25.5,22.1,29.2
1824,13.22,0.7563786,1.534893,0.6916062,44,21.19,497.8751489,1703.818027,7611.97,708.5186604,0.0946345,1.1891729,0.00295,1.921147,-1.542487,1.43,25.0,22.4,28.0
1088,10.61,-1.154017,-2.369392,-2.092304,20,7.1,120.1006977,282.3479751,4306.28,237.0662529,0.0346383,0.3654252,0.000886,0.1620446,-1.547963,-2.22,26.7,22.5,30.8
1893,12.22,0.0778557,-0.6907426,-0.4068103,26,15.01,516.3363255,1308.142399,7052.89,1087.984418,0.0126217,0.2592133,0.000291,0.3528535,-0.0974338,-0.29,28.3,24.3,32.7
1148,11.12,-0.1487818,0.4684609,1.138082,39,6.69,331.0137447,307.5845244,3741.83,385.2475984,0.0398719,0.4577759,0.00101,0.6651481,-0.6093255,0.67,23.0,20.3,26.2
2075,8.76,-0.5423108,-0.6221213,-0.576461,11,6.84,327.0810237,534.7703024,2573.88,1209.25605,0.0089514,0.3548751,0.000128,0.0216076,0.0052099,-0.59,25.0,21.4,29.4
271,10.14,0.2611296,0.3046875,0.88789,13,7.7,34.5947803,151.2676315,4218.53,108.4801731,0.018171,0.3860116,8.3e-05,0.5745397,0.9529083,0.89,29.9,28.3,31.7
188,9.64,0.8785453,0.0653536,0.3167489,34,29.35,12.1089546,150.6209309,1230.31,71.7395355,0.0240201,1.3388451,0.000299,1.097952,1.354331,1.02,21.7,19.2,24.3
1259,5.5,0.822777,-0.2641874,-1.148073,35,4.22,24.0721444,78.3551567,1977.02,155.7767747,0.0002707,0.048718,3.7e-06,-2.207097,1.036137,-0.87,23.4,19.5,27.5
2456,11.61,0.1843816,-0.8905671,-3.30097,32,10.04,435.8197346,532.3369643,7384.68,1376.966431,0.0091946,0.2069058,0.00173,0.2228191,0.2423657,-1.37,31.0,26.7,35.7
93,10.92,-0.9813735,-0.3128321,0.4707635,3,8.24,21.6089009,143.6612635,1109.87,87.1407712,0.0172512,0.1586062,3.01e-05,-0.4409615,-0.0389576,-0.38,28.7,25.0,32.7
1779,7.03,0.8340908,-0.5244423,-0.068425,30,8.39,2.6715494,110.6681743,2591.72,629.772773,0.0025683,0.0271859,7.67e-05,-1.010401,1.050478,-0.15,23.6,19.8,27.7
626,10.98,1.541685,2.361627,0.0970225,43,18.81,144.1448149,1202.047656,3732.27,180.1402059,0.0338476,1.1983582,0.000743,1.453137,1.147927,2.09,24.3,21.6,27.3
267,9.24,0.6027316,2.048332,0.207681,43,14.63,122.8942569,1367.559637,5584.64,273.6771943,0.0631788,0.5078832,0.00104,1.118662,1.235763,1.65,21.8,19.6,24.3
674,10.8,1.682382,0.3209723,0.4998941,41,17.62,151.1993519,919.6932758,5613.64,196.0477858,0.0542879,1.0935726,0.00221,1.603292,0.9060241,1.5,30.1,27.5,32.9
868,12.5,-0.3628832,-2.20356,0.0266549,19,17.21,329.7713196,949.1449535,5907.21,766.1491929,0.0147391,0.2331598,0.000421,-0.0191385,0.9510801,-0.76,35.1,31.0,39.4
2466,11.63,0.5988159,1.140657,-0.4313284,50,19.36,585.6291373,1012.092004,9737.81,1528.590954,0.0298408,0.5768564,0.00043,0.8567722,1.096554,0.95,27.1,23.4,30.8
2393,11.8,-0.2149553,-0.6894096,1.782407,31,14.29,378.9979657,1106.166062,8393.17,1459.244601,0.0421275,0.4534069,0.00106,1.148953,-1.53061,0.44,29.5,25.3,34.2
1,11.12,-1.084299,0.5530728,0.4015849,2,19.99,17.1468468,247.7422527,540.79,12.8758331,0.0210685,0.4282781,0.00109,0.7179643,-0.5659107,0.2,26.4,23.2,29.8
600,10.28,-0.0136794,-0.3693463,-0.2731621,26,11.0,90.1781423,436.7428933,3648.23,264.4354716,0.0100363,0.3797879,9.97e-05,0.3578932,-0.3133901,-0.18,29.0,24.6,33.8
2089,6.87,-0.116147,-1.123634,0.937203,37,4.97,14.9128615,171.2956776,1248.37,313.3226461,0.00253,0.1017521,9.12e-05,-0.9413005,0.6382367,-0.33,27.3,23.1,31.7
2067,8.81,0.1077023,-0.2726977,0.7964423,13,19.2,47.7617457,1788.162893,6153.41,1204.213053,0.0537103,1.4567392,0.00328,1.317454,0.6558906,0.8,22.9,20.6,25.4
60,13.04,0.1185727,-0.5059097,0.0588045,26,22.72,13.5719927,142.9601549,555.67,7.2326985,0.0375441,0.343018,0.000781,0.9052505,-0.5249334,0.08,29.1,25.5,33.2
1383,11.09,0.6620278,0.9105738,0.4034623,42,15.8,112.1145171,823.4564328,4469.03,208.5596557,0.0413126,0.7008636,0.000875,1.478951,-0.0763548,1.18,25.7,22.1,30.1
256,6.11,0.5171456,1.698077,1.572326,43,16.54,15.6105794,257.3324592,1388.77,108.7657756,0.0030752,0.1229708,1.74e-05,-1.21439,0.6062119,1.06,19.4,16.2,22.6
458,12.27,-1.257983,-0.5407924,-1.69417,6,13.97,45.1369582,187.2912359,4938.31,62.1730708,0.007812,0.1791021,0.000148,-0.2294706,-1.545279,-1.54,27.2,22.9,31.7
2097,6.51,0.0433282,-1.990048,-0.5977586,38,5.65,5.8009212,122.0874224,820.3,206.8252157,0.0017116,0.1155666,3.09e-05,-1.293189,0.7255118,-1.28,24.5,20.7,28.5
2532,10.17,0.732595,0.9442961,0.2741757,42,14.04,326.7454775,1798.693951,8238.47,1766.990488,0.0438004,0.8942394,0.00182,1.435137,0.7158317,1.3,29.7,25.8,33.6
515,8.31,0.723924,0.5356526,0.7596787,41,18.38,1.9776504,400.3691407,6026.18,699.0328067,0.0684969,0.4599571,0.0101,1.229658,1.008321,1.3,25.4,23.1,27.5
275,10.59,-1.800505,-0.0566881,0.5202544,2,15.78,11.8633573,148.2656526,3157.87,27.8346584,0.0219644,0.4208241,0.000938,0.7169707,-1.561245,-0.38,28.1,24.5,31.9
1689,11.77,1.058428,1.315315,-0.2174396,46,13.24,127.9240572,440.4513783,6361.67,374.9733169,0.038253,0.5012303,0.000353,0.8867785,0.2299024,1.07,28.4,24.2,33.0
1231,9.67,-0.237072,-0.9731514,-0.7908654,10,9.99,266.0949993,864.6350371,5240.35,333.4009602,0.0024873,0.1598552,3.33e-05,-0.83095,-1.526504,-1.3,31.4,26.6,36.4
954,10.92,-1.777449,-1.535368,-0.573624,12,7.46,30.1570595,212.3371674,1863.76,154.3443038,0.0117215,0.1331297,0.000257,-0.0777315,-1.547694,-1.61,27.6,23.6,31.8
976,10.87,0.6499519,-1.259972,1.291556,37,12.79,279.0715513,1026.197667,4791.49,191.9808549,0.0745095,2.8909023,0.00197,1.409692,-1.559707,0.37,24.8,22.5,27.2
1415,9.42,1.098551,0.7293794,1.819623,45,8.49,246.250694,179.8784932,4157.59,328.9123342,0.0651427,0.8801841,0.00277,1.391303,-0.0345074,1.73,23.5,20.2,27.2
2401,13.69,-1.203254,-0.5452891,1.684848,15,17.24,804.0345134,2168.32145,9021.44,1261.548431,0.0777521,1.1880239,0.00125,1.744641,-1.533034,0.39,24.8,21.4,28.3
1108,11.55,0.5217653,-1.830293,-1.147694,38,7.6,19.7159904,161.8571976,1017.52,37.7407862,0.0220164,0.1831512,0.000838,0.3383226,-1.546509,-1.15,27.1,23.0,31.3
1901,11.86,-0.5254333,0.4476719,-0.0555328,24,13.05,440.030329,1064.145168,6011.73,1212.495154,0.020314,0.289416,0.000393,0.619515,1.019732,0.41,28.9,24.9,32.8
293,7.96,-1.668737,-1.51862,-1.559055,6,10.53,48.2768823,308.0961834,3658.76,200.9545374,0.0023136,0.1977153,3.62e-05,-1.02893,-1.555562,-2.26,29.3,24.7,33.9
1066,11.82,-0.3480553,-0.9623759,-0.3695216,9,7.98,34.5956949,227.6769636,3150.28,127.5570196,0.0112677,0.1708722,0.000306,0.190128,-1.54608,-0.82,28.4,24.3,32.8
1504,8.23,-0.8780529,0.4400191,0.3959297,2,5.46,170.3624714,106.0766256,2562.77,1104.015918,0.0065478,0.129791,0.000133,-0.3578696,1.027899,0.14,27.0,22.6,31.1
1292,6.22,0.3938155,0.7203497,1.356676,39,11.02,159.8280178,1043.676448,3460.22,220.6790075,0.0203434,0.2180723,0.00129,0.4188797,1.065191,1.23,24.5,22.0,27.3
746,9.4,0.7244018,1.702707,-0.1233785,46,14.86,88.8213585,471.6332024,4513.44,197.5873083,0.0143778,0.4104661,0.00055,0.2521195,0.2351216,0.94,22.4,19.2,25.6
1634,11.1,0.7294133,1.369859,-0.0640025,46,11.93,201.9506073,440.0178326,8176.3,315.1329429,0.023117,0.5723251,0.00162,0.7805896,0.2883249,1.03,27.6,23.8,32.2
900,13.03,-1.871039,-2.39069,-1.559749,6,15.41,354.1865778,906.225492,5745.54,809.943578,0.0141013,0.2586021,0.000196,-0.0872771,-0.3236932,-2.1,35.0,30.4,39.5
1561,12.14,0.1813973,0.4935662,-1.098613,5,16.0,324.6733157,1221.665362,19275.7,1354.820631,0.0262539,0.2547307,0.000404,0.5683514,1.133268,0.25,31.6,27.7,36.2
1336,7.4,0.5596724,0.375856,-0.5778316,22,6.2,26.1120432,101.7313,1899.37,77.1737714,0.00321,0.2426946,3.83e-05,-1.129371,0.99141,-0.12,23.1,19.7,27.0
1243,9.39,-0.2909336,-0.6847874,-0.8714669,10,8.59,134.2308886,629.4141889,3535.57,354.2923253,0.0025363,0.1900596,3.42e-05,-1.158023,0.8336331,-0.91,30.4,25.9,35.0
1264,8.04,0.561287,0.2149374,1.332252,45,18.12,2.7692689,114.9831564,3089.17,368.5220089,0.0431659,0.1825377,0.0012,0.4086068,1.07033,1.07,23.8,21.1,27.1
2513,9.42,-0.1135845,1.548675,0.6936373,25,9.95,676.4868608,846.4255277,9941.39,617.9159652,0.013841,0.5514213,0.000266,0.6007443,0.8019977,1.17,25.0,21.3,29.2
2214,8.84,-1.345359,0.2437209,0.7247258,2,8.09,117.3529131,635.6298321,4372.38,981.9382099,0.0645167,0.2581483,0.000328,0.116334,0.6139929,0.14,24.2,20.3,28.4
675,11.81,1.306151,0.7282832,0.6898806,44,11.65,116.7025547,742.6069704,5525.05,237.9355688,0.0344034,0.6404606,0.000896,1.105564,0.8853976,1.45,30.7,27.0,35.1
2178,8.55,-0.2159934,-1.102551,0.5699804,16,6.86,159.5035997,418.917343,2923.03,1134.002193,0.0075242,0.3010752,0.000203,0.3660358,0.0744656,-0.13,26.4,22.6,30.6
434,12.58,-0.4050344,-0.5409764,-0.4875025,11,15.71,61.9267185,294.2739334,3622.47,65.839732,0.0127155,0.2923995,0.000204,0.1381589,-0.2631515,-0.5,27.3,23.2,31.7
2191,10.89,-0.9939012,-0.030558,0.5158846,3,5.47,583.8790052,2014.69394,6512.72,1594.043036,0.0557253,0.7523238,0.00822,1.554522,0.6040547,0.55,28.3,24.5,32.6
1745,8.98,-0.1964356,0.0228338,-0.4175229,26,15.29,313.8130387,1008.089463,5540.3,1300.62656,0.0088186,0.2259516,0.000301,-0.206493,-0.4086196,-0.35,27.9,23.5,32.1
2104,7.04,-0.0844661,-3.108667,-0.4741426,19,6.14,7.6955568,60.763674,3148.78,659.9334726,0.0009005,0.0510006,1.86e-05,-1.478214,0.5372394,-1.8,22.8,19.1,27.1
1322,6.96,0.3664674,0.5527406,-1.089038,49,6.12,19.7862411,99.3873327,1797.63,50.5521096,0.0025077,0.2422717,4.31e-05,-0.9760416,0.5922712,-0.31,24.3,20.8,28.5
1144,9.99,0.349154,-0.1431507,0.5489706,33,19.15,303.8090074,1100.438197,4792.97,478.4067189,0.0061797,0.2238844,0.000137,-0.2197993,0.8254592,0.32,32.1,27.2,36.9
187,7.98,0.8625776,-0.179916,1.040163,36,17.02,3.0134982,76.2773443,1326.85,91.5209407,0.0009668,0.0887627,1.85e-05,-1.242023,0.0934055,0.13,22.7,19.0,26.6
2332,11.65,-0.2304064,-0.7049106,-1.543701,5,11.1,399.5516606,508.9358153,6170.71,1723.280429,0.0058135,0.1899919,8.29e-05,-0.2894287,0.0905727,-0.98,29.7,25.7,34.1
369,10.88,-2.788564,-1.070475,-0.4174394,12,11.27,46.6068275,282.7537651,4361.34,170.9902418,0.0024172,0.1337399,3.92e-05,-0.8162415,-1.088695,-1.83,29.5,25.2,34.6
2387,11.7,-1.226329,0.6251816,0.2040678,2,15.63,960.1176233,2609.503519,11250.41,1343.15299,0.0377004,0.4565372,0.00129,1.13552,-1.557598,0.08,23.6,20.6,27.1
478,12.66,-0.2188584,-0.1301282,-0.0587944,8,9.69,394.2648087,889.184865,6059.39,676.1796191,0.0118691,0.2708518,0.00017,-0.3023843,-0.2353073,-0.28,27.5,23.3,32.2
2124,8.45,-0.5263137,-0.598749,0.3633582,18,9.27,167.5402041,214.617677,4778.97,1232.043041,0.0040004,0.161662,4.72e-05,-0.4548589,-1.550037,-0.69,23.3,19.5,27.4
1690,13.26,-0.0166328,-0.753031,-0.1362967,17,13.22,729.0496191,424.1737864,7981.75,798.5359437,0.0133253,0.2642577,7.32e-05,0.2281643,-0.218595,-0.3,32.2,27.7,36.7
1976,11.59,0.3349427,-0.4656637,-1.333585,5,10.99,196.0521564,965.376729,3850.24,863.8895108,0.0097453,0.3008887,0.000248,-0.1085184,-0.0428803,-0.62,29.9,25.6,34.2
2056,5.66,-1.152598,-0.8386743,-0.0506373,3,5.05,8.4813001,226.7449842,1383.22,155.3774688,0.0154892,0.1418529,0.000437,0.2976868,0.7404794,-0.42,27.5,23.4,32.2
368,14.84,-0.7921728,0.6287666,0.4451231,2,20.2,77.4046605,721.6247049,5665.4,149.4269988,0.0661475,1.1785743,0.00196,1.276145,-1.088009,0.42,26.0,23.0,29.0
1306,7.41,0.7065527,0.7212104,-1.541717,49,6.07,23.2277628,114.9395394,1933.16,75.9077694,0.0021375,0.3148639,3.36e-05,-0.888361,1.048192,-0.2,22.1,18.7,25.8
1959,7.87,1.032241,0.7071513,0.900333,41,8.96,78.8725094,235.2550501,3588.69,56.0947187,0.0170969,0.314002,0.000371,0.0876664,-1.511586,0.63,24.7,21.4,27.8
1433,9.97,0.6958042,1.052207,0.6572067,44,5.63,183.7668658,338.6530946,5374.94,348.9833829,0.0335574,0.2885357,0.00211,0.7046836,-1.426676,0.81,27.1,22.9,31.5
1024,10.55,0.4699449,0.4683413,-0.3996081,22,8.52,51.6121605,281.7885242,4683.18,131.9721299,0.0114188,0.373757,0.000152,0.2624034,1.113465,0.47,27.6,24.1,31.7
1740,9.99,-0.7336133,-1.208803,0.6450122,16,16.56,229.3283463,929.0076609,4201.74,1083.227597,0.0073917,0.1778573,0.00013,-0.1866384,-0.4165007,-0.58,30.4,26.2,34.8
1041,9.07,0.0995677,0.4324886,1.130252,39,9.9,100.6522918,272.8735842,2856.41,358.8198729,0.0477381,0.4477392,0.0011,1.112749,1.025003,1.19,26.9,24.1,30.1
2510,9.06,0.7198289,1.846136,-0.6812373,46,9.48,1229.293348,817.8616959,11184.15,457.2448428,0.0163693,0.4818905,0.000311,0.7188843,0.8337877,1.07,22.8,19.5,27.0
2055,9.85,-0.9033059,-0.786083,-0.111108,7,5.5,316.8963344,825.4929526,4240.5,869.3504311,0.0238084,0.2437631,0.000338,0.3134064,0.5999227,-0.37,28.6,24.4,33.1
2211,7.14,-0.1421968,-0.9907504,0.9455573,37,5.14,32.8272685,255.6035224,1837.06,548.7960675,0.0035818,0.0996575,4.73e-05,-1.091477,0.6454981,-0.33,25.4,21.6,29.4
1847,11.68,0.92703,2.257285,1.028322,43,17.39,561.4847457,1557.953966,9131.35,1243.246159,0.0742219,0.9799104,0.00243,1.777729,-1.542127,1.83,22.0,19.7,24.5
158,8.45,1.141606,0.7077725,0.597835,41,14.46,6.2044158,283.3974137,340.97,44.1838002,0.0033064,0.247224,6e-05,-0.507835,1.228148,0.86,23.0,19.5,27.4
836,12.2,-0.6148539,-0.7215595,-0.3387335,11,12.21,281.8302936,980.2355814,10321.28,546.9622314,0.0077062,0.2408325,0.000219,0.0915388,1.105985,-0.33,35.0,30.5,39.6
595,10.44,0.1186201,-0.0954519,0.6285952,13,12.96,101.8632455,389.9702891,3180.3,221.5858971,0.0079362,0.3844167,3.75e-05,0.1886999,0.7742212,0.44,30.6,26.1,35.2
604,10.78,0.3309374,-1.238229,-0.1522121,9,10.42,74.9386931,555.8596276,4399.21,415.1324737,0.00473,0.4059982,0.000152,0.0550944,1.002735,-0.23,26.7,22.5,31.4
2558,9.35,-0.5929216,0.9161609,1.34071,25,8.76,318.9528252,848.5581597,8385.88,421.299514,0.0133967,0.4221434,0.000139,0.3723345,0.6815967,0.93,25.6,21.9,29.6
2567,6.44,0.0672361,-0.1902905,1.02137,13,7.17,39.8776726,276.7262643,5881.11,310.1884454,0.0044827,0.1428483,3.24e-05,-0.6661059,0.8089178,0.24,26.2,22.2,30.8
673,11.6,0.9369699,0.5662858,-0.6538498,50,13.16,91.9746355,442.5719229,6142.22,208.1611972,0.0177641,0.4820849,0.000231,0.4882933,0.994074,0.6,32.4,28.1,36.6
1095,10.64,-1.956146,-0.7346452,-0.9143824,12,7.39,125.0093817,253.155715,3555.02,197.8719251,0.0079199,0.1904601,0.0011,-0.0458865,-1.548941,-1.47,27.2,23.3,31.8
2382,11.36,-0.3417183,2.646562,3.4853,47,18.73,878.3415592,2784.476275,8007.94,1628.407925,0.0746709,0.8145884,0.00234,1.350775,-1.533844,2.37,18.2,15.8,21.0
2176,9.6,-0.7132611,-0.7143704,-0.5705892,11,5.85,291.3289144,669.305853,2737.04,1067.079096,0.0128596,0.2750636,0.000165,-0.0759487,0.015789,-0.7,26.8,22.7,30.9
841,10.72,0.9681934,-0.3450624,1.586661,45,10.74,208.1244899,727.1906505,4585.5,342.3803319,0.0102247,0.617567,0.000183,0.7015447,0.7452068,1.1,34.9,30.1,39.8
548,12.06,0.6224481,0.7826019,0.6343488,41,9.22,360.9883,250.3294082,3476.93,253.8259082,0.0051696,0.407982,0.000585,0.1721664,-0.3530543,0.7,26.3,22.2,30.4
2417,7.54,0.7341297,0.4213243,0.8082111,41,13.07,169.1528255,356.2124215,9582.28,1441.621709,0.0628772,0.5574361,0.00177,1.391431,-1.546157,0.86,26.6,23.1,30.4
801,8.57,0.6784042,-0.1301285,0.3335159,34,9.12,131.8578892,406.3662149,3636.36,252.1596129,0.0019832,0.2158704,2.53e-05,-1.230153,-1.522928,-0.45,25.2,21.0,29.6
796,8.59,1.271023,1.465836,0.0737553,46,15.7,187.8389279,251.6279067,4163.36,128.4087795,0.0127745,0.3353091,0.000228,-0.2430509,0.2408642,0.9,23.6,20.1,27.5
1709,9.28,-0.5720844,-1.283159,-0.71605,4,9.82,136.8477618,569.709064,4542.38,1056.378925,0.0024217,0.1230277,3.89e-05,-1.130475,-0.4139509,-1.38,31.1,26.7,36.0
1993,12.58,0.0784732,-1.701876,-1.713592,20,14.86,382.1092274,1385.848206,6367.9,871.3388572,0.0125651,0.1997447,0.127,0.1549277,0.0254662,-1.19,31.5,26.9,36.6
1167,9.65,0.7414027,-0.3037432,-0.9767472,35,14.4,268.3475969,1117.254107,5812.67,412.1146566,0.0033433,0.1719213,9.9e-05,-0.5789794,-1.473776,-0.74,30.0,25.7,34.4
36,16.69,-0.1579854,0.2832816,0.742286,13,29.89,5.1147068,115.8224165,651.83,1.2560242,0.0622128,0.9607027,0.00192,1.599425,-0.7234151,0.76,25.5,23.3,28.0
1798,7.12,0.8437715,-0.2337647,0.684467,36,10.64,2.2458792,164.4051753,3790.97,407.9648517,0.0018836,0.0425914,0.000115,-0.8884453,0.9756416,0.27,22.4,19.0,26.3
1751,10.92,0.452048,-0.5097455,0.518761,33,20.17,831.5468138,1381.800692,5186.6,1508.953581,0.0220161,0.2552127,0.000488,0.4987231,-0.3462226,0.23,31.9,27.9,36.4
461,13.03,-0.6484601,-0.2081334,0.4317583,18,20.17,59.8211891,482.0737886,5371.2,122.8496241,0.059399,0.5033094,0.00117,0.9769463,-0.254753,0.19,29.1,24.9,33.4
1141,8.61,0.8134714,0.1348181,-0.5783752,26,12.0,394.3383786,287.5965428,3472.65,296.6756518,0.0032379,0.3347617,0.000553,-0.5529543,0.8968086,0.04,26.9,22.8,31.2
157,10.89,1.107635,1.27159,1.197254,40,19.79,11.5460875,42.0188971,167.78,33.6845942,0.048293,1.7928338,0.00017,1.248786,1.27258,1.91,19.3,16.8,21.9
348,14.29,-0.095627,-0.2786025,1.226244,31,20.54,65.267125,277.7769437,6074.19,145.4277852,0.0482044,0.6929451,0.00163,1.138991,0.1101339,0.73,25.1,21.6,28.9
542,12.12,0.5109463,-0.0548747,1.049667,36,9.82,231.7545082,243.9000896,3974.81,256.6822218,0.0193396,0.4548127,4.32e-05,0.5952023,0.0548332,0.72,24.8,21.3,28.8
1546,10.45,0.3822,-0.4525962,0.8178632,36,11.86,1263.896145,409.6427979,7390.1,3639.981189,0.0326045,0.235531,0.000812,0.5900608,0.8780293,0.6,26.3,22.6,30.1
